price,discription,image_urls
925,"Thoughtfully designed with a mix of delicate filigree, enchanting meena work and the playfulness of white beads, this pair of dangler earrings is a statement in itself. It features gold plating, dark blue enamel work, and tiers of white beads.","https://img.faballey.com/images/Product/ZEA00350/d3.jpg,https://img.faballey.com/images/Product/ZEA00350/d4.jpg,https://img.faballey.com/images/Product/ZEA00350/d5.jpg,https://img.faballey.com/images/Product/ZEA00350/d6.jpg"
450,"The perfect mix of minimally festive and everyday efficient, these gold-plated triangular danglers are a must-have piece to own in your jewellery collection. It features two-tiered triangular-shaped motifs with tassels and maroon beads.","https://img.faballey.com/images/Product/ZEA00435/d3.jpg,https://img.faballey.com/images/Product/ZEA00435/d4.jpg,https://img.faballey.com/images/Product/ZEA00435/d5.jpg,https://img.faballey.com/images/Product/ZEA00435/d6.jpg"
700,"Classic and timeless, amp up your everyday look with these hoop earrings. They come in a set of three with a mix of gold-plated and silver toned pieces.","https://img.faballey.com/images/Product/ZEA00339/d3.jpg,https://img.faballey.com/images/Product/ZEA00339/d4.jpg,https://img.faballey.com/images/Product/ZEA00339/d5.jpg"
1100,Piece together a winning festive look with this pair of dazzling gold stud earrings. It features crystal-studded concentric circles with a gold-toned faux pearl center.,"https://img.faballey.com/images/Product/ZEA00479/d3.jpg,https://img.faballey.com/images/Product/ZEA00479/d4.jpg,https://img.faballey.com/images/Product/ZEA00479/d5.jpg,https://img.faballey.com/images/Product/ZEA00479/d6.jpg"
725,"Classic chandbali earrings get a pop finish with this pair. Encrusted with kundan stones, these gold-plated earrings feature a floral motif and charming red beads.","https://img.faballey.com/images/Product/ZEA00470/d3.jpg,https://img.faballey.com/images/Product/ZEA00470/d4.jpg,https://img.faballey.com/images/Product/ZEA00470/d5.jpg,https://img.faballey.com/images/Product/ZEA00470/d6.jpg"
475,Traditional motifs and dainty details come together in these beautifully crafted gold-plated beaded dangler earrings. They feature kundan-encrusted petal motifs with a red stone center and red bead drops.,"https://img.faballey.com/images/Product/ZEA00488/d3.jpg,https://img.faballey.com/images/Product/ZEA00488/d4.jpg,https://img.faballey.com/images/Product/ZEA00488/d5.jpg,https://img.faballey.com/images/Product/ZEA00488/d6.jpg"
600,"With a minimal design and a contemporary vibe, this pair of floral dangler earrings will work perfectly with your light-weight festive ensembles. It features a kundan-encrusted floral motif center with a petal shaped drop.","https://img.faballey.com/images/Product/ZEA00480/d3.jpg,https://img.faballey.com/images/Product/ZEA00480/d4.jpg,https://img.faballey.com/images/Product/ZEA00480/d5.jpg,https://img.faballey.com/images/Product/ZEA00480/d6.jpg"
975,"Add a regal touch to your wedding wear with this heirloom-inspired pair of gold-plated green kundan earrings. It features a kundan encrusted stud and bottom piece, strung together with green beads.","https://img.faballey.com/images/Product/ZEA00468/d3.jpg,https://img.faballey.com/images/Product/ZEA00468/d4.jpg,https://img.faballey.com/images/Product/ZEA00468/d5.jpg,https://img.faballey.com/images/Product/ZEA00468/d6.jpg"
700,"Classic pearls get an elevated update with this set of gold-plated pearl drop stud earrings. With varying shapes, finished with a timeless pearl drop, these come in a set of three to give your everyday look an elegant finish.","https://img.faballey.com/images/Product/ZEA00440/d3.jpg,https://img.faballey.com/images/Product/ZEA00440/d4.jpg,https://img.faballey.com/images/Product/ZEA00440/d5.jpg"
650,Redefine your ethnic style with this pair of antique silver tribal hoops.,"https://img.faballey.com/images/Product/ZEA00295/d3.jpg,https://img.faballey.com/images/Product/ZEA00295/d4.jpg,https://img.faballey.com/images/Product/ZEA00295/d5.jpg,https://img.faballey.com/images/Product/ZEA00295/d6.jpg"
700,Amp up your everyday style with these playfully shaped hoop earrings. They come in a set of three with a mix of gold-plated and silver-toned pieces.,"https://img.faballey.com/images/Product/ZEA00337/d3.jpg,https://img.faballey.com/images/Product/ZEA00337/d4.jpg,https://img.faballey.com/images/Product/ZEA00337/d5.jpg"
650,"An exquisitely traditional design with hints of maroon, this gold-plated floral beaded maang tika is a must-have piece. It features a kundan encrusted floral motif with small faux white beads and red bead drops.","https://img.faballey.com/images/Product/ZMT00039/d3.jpg,https://img.faballey.com/images/Product/ZMT00039/d4.jpg,https://img.faballey.com/images/Product/ZMT00039/d5.jpg,https://img.faballey.com/images/Product/ZMT00039/d6.jpg"
325,"Taking your classic circular danglers up a notch is this pair of gold-plated half-circle dangler earrings. It features a half-circle and half-metallic chain, making it a unique piece in your everyday jewellery collection.","https://img.faballey.com/images/Product/ZEA00394/d3.jpg,https://img.faballey.com/images/Product/ZEA00394/d4.jpg,https://img.faballey.com/images/Product/ZEA00394/d5.jpg,https://img.faballey.com/images/Product/ZEA00394/d6.jpg"
250,Amp up your weekend look with this distinctive pair of dangler earrings. It features a pearl cluster drop in the centre of a hollow gold-plated disc.,"https://img.faballey.com/images/Product/ZEA00437/d3.jpg,https://img.faballey.com/images/Product/ZEA00437/d4.jpg,https://img.faballey.com/images/Product/ZEA00437/d5.jpg,https://img.faballey.com/images/Product/ZEA00437/d6.jpg"
575,"Bold, brazen and beautiful, these gold-plated green disc dangler earrings are a statement pair meant for keeps. They feature a green glass stone set in the center with hammered disc drops.","https://img.faballey.com/images/Product/ZEA00433/d3.jpg,https://img.faballey.com/images/Product/ZEA00433/d4.jpg,https://img.faballey.com/images/Product/ZEA00433/d5.jpg,https://img.faballey.com/images/Product/ZEA00433/d6.jpg"
900,"Give traditional kundan kadas a miss for this refreshing gold-plated beaded kundan bracelet. It features a kundan encrusted floral motif center encircled with clusters of pastel green beads, and a kundan bracelet.","https://img.faballey.com/images/Product/ZBR00069/d3.jpg,https://img.faballey.com/images/Product/ZBR00069/d4.jpg,https://img.faballey.com/images/Product/ZBR00069/d5.jpg,https://img.faballey.com/images/Product/ZBR00069/d6.jpg"
550,Give your look a polished finish with this pair of gold and blue stud earrings. Features gold plated textured discs with blue stone center,"https://img.faballey.com/images/Product/ZEA00275/d3.jpg,https://img.faballey.com/images/Product/ZEA00275/d4.jpg,https://img.faballey.com/images/Product/ZEA00275/d5.jpg,https://img.faballey.com/images/Product/ZEA00275/d6.jpg"
1350,"With a sophisticated design and understated glam, these gold-plated bangles are an easy set to pick for your next summer soiree. Encrusted with pink crystals, this pair is just what you need to make a subtle yet striking statement.","https://img.faballey.com/images/Product/ZBR00078/d3.jpg,https://img.faballey.com/images/Product/ZBR00078/d4.jpg,https://img.faballey.com/images/Product/ZBR00078/d5.jpg,https://img.faballey.com/images/Product/ZBR00078/d6.jpg,https://img.faballey.com/images/Product/ZBR00078/d7.jpg"
1000,Give your ethnic wear a charming finish with these gold-plated jhumki earrings. It features a kundan encrusted crescent-shaped motif with red beads.,"https://img.faballey.com/images/Product/ZEA00305/d3.jpg,https://img.faballey.com/images/Product/ZEA00305/d4.jpg,https://img.faballey.com/images/Product/ZEA00305/d5.jpg,https://img.faballey.com/images/Product/ZEA00305/d6.jpg"
975,"Striking and tastefully designed, this pair of gold crystal dangler earrings will give your cocktail look an elegant finish. It features stone studded CZ diamond danglers with a petal-shaped drop.","https://img.faballey.com/images/Product/ZEA00477/d3.jpg,https://img.faballey.com/images/Product/ZEA00477/d4.jpg,https://img.faballey.com/images/Product/ZEA00477/d5.jpg,https://img.faballey.com/images/Product/ZEA00477/d6.jpg"
900,"Crafted in a sleek design, this pair of silver stud earrings is the perfect pick to complete your evening look. It features a crystal studded top with a rectangular shaped dangler.","https://img.faballey.com/images/Product/ZEA00476/d3.jpg,https://img.faballey.com/images/Product/ZEA00476/d4.jpg,https://img.faballey.com/images/Product/ZEA00476/d5.jpg,https://img.faballey.com/images/Product/ZEA00476/d6.jpg"
600,"Pick this exquisitely-designed gold-plated kundan maang tika for when you want to make a statement with your jewelry. Ornately crafted, it features a kundan encrusted, chandbali-style piece with faux seed bead pearls and a maroon drop.","https://img.faballey.com/images/Product/ZMT00041/d3.jpg,https://img.faballey.com/images/Product/ZMT00041/d4.jpg,https://img.faballey.com/images/Product/ZMT00041/d5.jpg,https://img.faballey.com/images/Product/ZMT00041/d6.jpg"
625,Give your ethnic wear a charming finish with this pair of dainty gold-plated pearl drop danglers. It features a floral stud and kundan-encrusted petal-shaped motifs with faux white pearl drop.,"https://img.faballey.com/images/Product/ZEA00482/d3.jpg,https://img.faballey.com/images/Product/ZEA00482/d4.jpg,https://img.faballey.com/images/Product/ZEA00482/d5.jpg,https://img.faballey.com/images/Product/ZEA00482/d6.jpg"
1100,Uplift your everyday neutrals with a simple addition of this gold-plated necklace set. It features a textured statement choker necklace with a pair of dangler earrings.,"https://img.faballey.com/images/Product/ZNS00070/d3.jpg,https://img.faballey.com/images/Product/ZNS00070/d4.jpg,https://img.faballey.com/images/Product/ZNS00070/d5.jpg,https://img.faballey.com/images/Product/ZNS00070/d6.jpg"
1300,"Uplift your cocktail look with these stunning gold-plated orb bangle set. Encrusted with white crystals, this daintily detailed pair is a must-have in your jewellery closet.","https://img.faballey.com/images/Product/ZBR00076/d3.jpg,https://img.faballey.com/images/Product/ZBR00076/d4.jpg,https://img.faballey.com/images/Product/ZBR00076/d5.jpg,https://img.faballey.com/images/Product/ZBR00076/d6.jpg,https://img.faballey.com/images/Product/ZBR00076/d7.jpg"
1250,"Complete your festive look with this gold-plated studded bangle set. Featuring the classic faux pearls and crystals, this pair will become you last minute fix for any event you attend.","https://img.faballey.com/images/Product/ZBR00074/d3.jpg,https://img.faballey.com/images/Product/ZBR00074/d4.jpg,https://img.faballey.com/images/Product/ZBR00074/d5.jpg,https://img.faballey.com/images/Product/ZBR00074/d6.jpg,https://img.faballey.com/images/Product/ZBR00074/d7.jpg"
700,Give your festive look the perfect finishing touch with this pair of classic and timeless chandbali earrings. It features a kundan-encrusted floral motif with a green bead drop center and clusters of white beads.,"https://img.faballey.com/images/Product/ZEA00484/d3.jpg,https://img.faballey.com/images/Product/ZEA00484/d4.jpg,https://img.faballey.com/images/Product/ZEA00484/d5.jpg,https://img.faballey.com/images/Product/ZEA00484/d6.jpg"
800,Enliven your festive look with this pair of traditional gold-plated kundan dangler earrings. It features a kundan encrusted floral motif encircled with faux white beads and a red bead drop.,"https://img.faballey.com/images/Product/ZEA00431/d3.jpg,https://img.faballey.com/images/Product/ZEA00431/d4.jpg,https://img.faballey.com/images/Product/ZEA00431/d5.jpg,https://img.faballey.com/images/Product/ZEA00431/d6.jpg"
550,"With a timeless traditional design and a seasonless hue, this pair of gold-plated blue jhumka earrings will become your wedding season go-to. It features a kundan encrusted center encircled with petal shaped motifs and faux pearls.","https://img.faballey.com/images/Product/ZEA00443/d3.jpg,https://img.faballey.com/images/Product/ZEA00443/d4.jpg,https://img.faballey.com/images/Product/ZEA00443/d5.jpg,https://img.faballey.com/images/Product/ZEA00443/d6.jpg"
725,"Classic chandbali earrings get a pop finish with this pair. Encrusted with kundan stones, these gold-plated earrings feature a floral motif and charming green beads.","https://img.faballey.com/images/Product/ZEA00469/d3.jpg,https://img.faballey.com/images/Product/ZEA00469/d4.jpg,https://img.faballey.com/images/Product/ZEA00469/d5.jpg,https://img.faballey.com/images/Product/ZEA00469/d6.jpg"
1475,"Pepper your everyday look with easy elegance with these gold-plated bangles. Encrusted with white crystals, this set of four will become your go-to staple to pair with your daily wear.","https://img.faballey.com/images/Product/ZBR00079/d3.jpg,https://img.faballey.com/images/Product/ZBR00079/d4.jpg,https://img.faballey.com/images/Product/ZBR00079/d5.jpg,https://img.faballey.com/images/Product/ZBR00079/d6.jpg,https://img.faballey.com/images/Product/ZBR00079/d7.jpg"
1300,"The perfect blend of sleek and chic, these gold-plated bangles are all you need to take your look from drab to fab. Studded with CZ crystals, this pair is the perfect pick for evening elegance.","https://img.faballey.com/images/Product/ZBR00075/d3.jpg,https://img.faballey.com/images/Product/ZBR00075/d4.jpg,https://img.faballey.com/images/Product/ZBR00075/d5.jpg,https://img.faballey.com/images/Product/ZBR00075/d6.jpg,https://img.faballey.com/images/Product/ZBR00075/d7.jpg"
600,"Delicately detailed in stunning shades, this pair of gold-plated green jhumka earrings are perfect to jazz up any festive look. It features petal-shaped motifs with red enamel work, a green enamel jhumka drop, and is finished with fetching pearls.","https://img.faballey.com/images/Product/ZEA00449/d3.jpg,https://img.faballey.com/images/Product/ZEA00449/d4.jpg,https://img.faballey.com/images/Product/ZEA00449/d5.jpg,https://img.faballey.com/images/Product/ZEA00449/d6.jpg"
550,"The perfect mix of minimally festive and everyday efficient, these gold-plated tiered danglers are a must-have piece to own in your jewellery collection. It features a three-tiered irregular shaped motif accentuated with black beads.","https://img.faballey.com/images/Product/ZEA00436/d3.jpg,https://img.faballey.com/images/Product/ZEA00436/d4.jpg,https://img.faballey.com/images/Product/ZEA00436/d6.jpg"
350,"Give your evening look a fine finish with this pair of gold-plated red stud earrings. Designed in a standout shade, it features a faux pearl center encircled with kundan encrusted petal shaped motifs.","https://img.faballey.com/images/Product/ZEA00451/d3.jpg,https://img.faballey.com/images/Product/ZEA00451/d4.jpg,https://img.faballey.com/images/Product/ZEA00451/d5.jpg,https://img.faballey.com/images/Product/ZEA00451/d6.jpg"
550,"Give your style a sophisticated uplift with these classy and chic D-shaped hoop earrings. Taking the classic hoops up a notch, these feature a gold-plated D-shaped hoop with faux pearl closure.","https://img.faballey.com/images/Product/ZEA00400/d3.jpg,https://img.faballey.com/images/Product/ZEA00400/d4.jpg,https://img.faballey.com/images/Product/ZEA00400/d5.jpg,https://img.faballey.com/images/Product/ZEA00400/d6.jpg"
1750,Add color to your evening look with this green beaded piece. Features a double string of blue beads and kundan drops along with earrings,"https://img.faballey.com/images/Product/ZNS00050/d3.jpg,https://img.faballey.com/images/Product/ZNS00050/d4.jpg,https://img.faballey.com/images/Product/ZNS00050/d5.jpg,https://img.faballey.com/images/Product/ZNS00050/d6.jpg"
2450,Give your festive look a magnificent feel with this rose gold plated necklace set. Crafted in a square shape and encrusted with CZ diamonds this necklace set is one of a kind piece to have and cherish.,"https://img.faballey.com/images/Product/ZNS00064/d3.jpg,https://img.faballey.com/images/Product/ZNS00064/d4.jpg,https://img.faballey.com/images/Product/ZNS00064/d5.jpg,https://img.faballey.com/images/Product/ZNS00064/d6.jpg"
625,Elevate your weekend looks with this pair of gold plated circular bunch danglers. Features a textured finished discs,"https://img.faballey.com/images/Product/ZEA00257/d3.jpg,https://img.faballey.com/images/Product/ZEA00257/d4.jpg,https://img.faballey.com/images/Product/ZEA00257/d5.jpg,https://img.faballey.com/images/Product/ZEA00257/d6.jpg"
1600,This gold diamond brick bangle set is a must-have in your jewellery box.Features statement diamond stones on a set of 2 bangles.,"https://img.faballey.com/images/Product/ZBR00035/d3.jpg,https://img.faballey.com/images/Product/ZBR00035/d4.jpg,https://img.faballey.com/images/Product/ZBR00035/d5.jpg,https://img.faballey.com/images/Product/ZBR00035/d6.jpg,https://img.faballey.com/images/Product/ZBR00035/d7.jpg"
2000,"A beautiful amalgamation of kundan and yellow pearls, this neckpiece will see you through your afternoon soirees to your cocktail evenings. Features a neat setting of pearls and kundan","https://img.faballey.com/images/Product/ZNS00048/d3.jpg,https://img.faballey.com/images/Product/ZNS00048/d4.jpg,https://img.faballey.com/images/Product/ZNS00048/d5.jpg,https://img.faballey.com/images/Product/ZNS00048/d6.jpg"
925,"Thoughtfully designed with a mix of delicate filigree, enchanting meena work and the playfulness of white beads, this pair of dangler earrings is a statement in itself. It features gold plating, green enamel work and tiers of white beads.","https://img.faballey.com/images/Product/ZEA00352/d3.jpg,https://img.faballey.com/images/Product/ZEA00352/d4.jpg,https://img.faballey.com/images/Product/ZEA00352/d5.jpg,https://img.faballey.com/images/Product/ZEA00352/d6.jpg"
650,Make a statement with this pair of minimally styled silver earrings. Features swing shaped silver plated textured dangler earrings.,"https://img.faballey.com/images/Product/ZEA00278/d3.jpg,https://img.faballey.com/images/Product/ZEA00278/d4.jpg,https://img.faballey.com/images/Product/ZEA00278/d5.jpg,https://img.faballey.com/images/Product/ZEA00278/d6.jpg"
650,Pick these dual toned Gold hoops for some easy accessorizing. Features antique gold plated hoop with intricate silver daana work,"https://img.faballey.com/images/Product/ZEA00282/d3.jpg,https://img.faballey.com/images/Product/ZEA00282/d4.jpg,https://img.faballey.com/images/Product/ZEA00282/d5.jpg,https://img.faballey.com/images/Product/ZEA00282/d6.jpg"
400,"Sleek, and oh-so-chic, this pair of gold-plated hoop earrings is an absolute style essential. Crafted with a tie-wire design, these earrings are the perfect pick for AM-to-PM elegance.","https://img.faballey.com/images/Product/ZEA00375/d3.jpg,https://img.faballey.com/images/Product/ZEA00375/d4.jpg,https://img.faballey.com/images/Product/ZEA00375/d5.jpg,https://img.faballey.com/images/Product/ZEA00375/d6.jpg"
550,A pair of sleek circular danglers like these are apt for work and more than apt for the weekend. Features a circular silver plated textured disc .,"https://img.faballey.com/images/Product/ZEA00259/d3.jpg,https://img.faballey.com/images/Product/ZEA00259/d4.jpg,https://img.faballey.com/images/Product/ZEA00259/d5.jpg,https://img.faballey.com/images/Product/ZEA00259/d6.jpg"
625,Nothing spells timeless fashion better than a pair of rose gold plated hoops.,"https://img.faballey.com/images/Product/ZEA00285/d3.jpg,https://img.faballey.com/images/Product/ZEA00285/d4.jpg,https://img.faballey.com/images/Product/ZEA00285/d5.jpg,https://img.faballey.com/images/Product/ZEA00285/d6.jpg"
2000,"Classic and timeless, this kundan and green bead set is what makes your jewellery collection unfading. Features a necklace crafted from strings of kundan stones and green beads.","https://img.faballey.com/images/Product/ZNS00049/d3.jpg,https://img.faballey.com/images/Product/ZNS00049/d4.jpg,https://img.faballey.com/images/Product/ZNS00049/d5.jpg,https://img.faballey.com/images/Product/ZNS00049/d6.jpg"
600,An intricately crafted gold cuff like this one will take you for through your lunch soirees and beyond. Features a hive mesh detail.,"https://img.faballey.com/images/Product/ZBR00053/d3.jpg,https://img.faballey.com/images/Product/ZBR00053/d4.jpg,https://img.faballey.com/images/Product/ZBR00053/d5.jpg,https://img.faballey.com/images/Product/ZBR00053/d6.jpg,https://img.faballey.com/images/Product/ZBR00053/d7.jpg"
1600,"Enchanting and elegant, this gold and red bangle set is perfect for those starlit puja nights.","https://img.faballey.com/images/Product/ZBR00034/d3.jpg,https://img.faballey.com/images/Product/ZBR00034/d4.jpg,https://img.faballey.com/images/Product/ZBR00034/d5.jpg,https://img.faballey.com/images/Product/ZBR00034/d6.jpg,https://img.faballey.com/images/Product/ZBR00034/d7.jpg"
1750,"For all those who shy away from statement pieces, this set is the perfect pick. Features a necklace crafted out of oval shaped kundan stones and pearl cluster drops along with earrings.","https://img.faballey.com/images/Product/ZNS00046/d3.jpg,https://img.faballey.com/images/Product/ZNS00046/d4.jpg,https://img.faballey.com/images/Product/ZNS00046/d5.jpg,https://img.faballey.com/images/Product/ZNS00046/d6.jpg"
900,Relive the old-world charm of stated opulence with this pair of gold plated dangler earrings. Features jadau work with green and pearl beads,"https://img.faballey.com/images/Product/ZEA00248/d3.jpg,https://img.faballey.com/images/Product/ZEA00248/d4.jpg,https://img.faballey.com/images/Product/ZEA00248/d5.jpg,https://img.faballey.com/images/Product/ZEA00248/d6.jpg"
2375,"Be it for a day wedding or a night soiree, this gold toned necklace and earring set can be your go-to. Features a necklace crafted of two strings of pearls and square shaped kundan stones along with earrings.","https://img.faballey.com/images/Product/ZNS00044/d3.jpg,https://img.faballey.com/images/Product/ZNS00044/d4.jpg,https://img.faballey.com/images/Product/ZNS00044/d5.jpg,https://img.faballey.com/images/Product/ZNS00044/d6.jpg"
600,Elevate your look everyday ethnic look with this pair of silver oxidised hoop earrings. Features floral motifs and intricate daana work,"https://img.faballey.com/images/Product/ZEA00288/d3.jpg,https://img.faballey.com/images/Product/ZEA00288/d4.jpg,https://img.faballey.com/images/Product/ZEA00288/d5.jpg,https://img.faballey.com/images/Product/ZEA00288/d6.jpg"
550,A pair of sleek circular danglers like these are apt for work and more than apt for the weekend. Features a circular gold plated textured disc.,"https://img.faballey.com/images/Product/ZEA00260/d3.jpg,https://img.faballey.com/images/Product/ZEA00260/d4.jpg,https://img.faballey.com/images/Product/ZEA00260/d5.jpg,https://img.faballey.com/images/Product/ZEA00260/d6.jpg"
2250,Pepper your festive look with the grandeur of this imposing gold-plated maroon kundan necklace set. It features alternating floral and square shaped kundan pieces on a single layer choker necklace along with complementing earrings.,"https://img.faballey.com/images/Product/ZNS00058/d3.jpg,https://img.faballey.com/images/Product/ZNS00058/d4.jpg,https://img.faballey.com/images/Product/ZNS00058/d5.jpg,https://img.faballey.com/images/Product/ZNS00058/d6.jpg"
475,"Crafted in a chic and sleek design, this pair of gold-plated overlap stud earrings is the perfect pick to complete your evening look. The pair is dotted with three pearls to give it an elegant finish.","https://img.faballey.com/images/Product/ZEA00367/d3.jpg,https://img.faballey.com/images/Product/ZEA00367/d4.jpg,https://img.faballey.com/images/Product/ZEA00367/d5.jpg,https://img.faballey.com/images/Product/ZEA00367/d6.jpg"
1750,"Uplift your cocktail look with this white and blue beaded kundan set. Features a statement setting of pearls, blue beads and classic kundan along with dainty stud earrings","https://img.faballey.com/images/Product/ZNS00042/d3.jpg,https://img.faballey.com/images/Product/ZNS00042/d4.jpg,https://img.faballey.com/images/Product/ZNS00042/d5.jpg,https://img.faballey.com/images/Product/ZNS00042/d6.jpg"
2000,"Make a show stopping entry with this eclectic necklace set. Features double string of pearls attached to red meenakari work outlined kundan, finished off with white pearl drops.","https://img.faballey.com/images/Product/ZNS00056/d3.jpg,https://img.faballey.com/images/Product/ZNS00056/d4.jpg,https://img.faballey.com/images/Product/ZNS00056/d5.jpg,https://img.faballey.com/images/Product/ZNS00056/d6.jpg"
550,Nothing spells timeless fashion better than a pair of rose gold plated hoops. Features a textured finish.,"https://img.faballey.com/images/Product/ZEA00269/d3.jpg,https://img.faballey.com/images/Product/ZEA00269/d4.jpg,https://img.faballey.com/images/Product/ZEA00269/d5.jpg,https://img.faballey.com/images/Product/ZEA00269/d6.jpg,https://img.faballey.com/images/Product/ZEA00269/d7.jpg"
2000,"Classic and timeless, this kundan and multicolor bead set is what makes your jewellery collection unfading. Features a necklace crafted from strings of kundan stones and green and red beads.","https://img.faballey.com/images/Product/ZNS00053/d3.jpg,https://img.faballey.com/images/Product/ZNS00053/d4.jpg,https://img.faballey.com/images/Product/ZNS00053/d5.jpg,https://img.faballey.com/images/Product/ZNS00053/d6.jpg"
1600,"This traditionally designed gold, pearl and meenakari bangle set is perfect for those starlit puja nights. Features a set of 2 pearl encrusted bangles.","https://img.faballey.com/images/Product/ZBR00037/d3.jpg,https://img.faballey.com/images/Product/ZBR00037/d4.jpg,https://img.faballey.com/images/Product/ZBR00037/d5.jpg,https://img.faballey.com/images/Product/ZBR00037/d6.jpg,https://img.faballey.com/images/Product/ZBR00037/d7.jpg"
600,"Give your festive look a traditional Rajasthani touch with this gold-plated kundan meena circular ring. Encrusted with kundan stones, it features green enamel work.","https://img.faballey.com/images/Product/ZRI00039/d3.jpg,https://img.faballey.com/images/Product/ZRI00039/d4.jpg,https://img.faballey.com/images/Product/ZRI00039/d5.jpg,https://img.faballey.com/images/Product/ZRI00039/d6.jpg,https://img.faballey.com/images/Product/ZRI00039/d7.jpg"
